,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
190986,191202,223-222@63s-whj-5s5,sg:6d0716c3e7f34e7c8656b8f03e088e5c,,,Alterations by Dawn,925 Frederick St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,42,27,"[0,3,0,0,0,0,4,0,0,1,0,2,6,1,3,0,1,1,3,1,3,1,4,6,0,0,1,0,1,0]",240430006022,"{""240430006022"":5,""240430006021"":5,""240217528022"":4,""240430108022"":4}","{""240430003021"":6,""240430010011"":5,""540039714004"":5,""240430008001"":4,""240430109001"":4}","{""US"":26}",4901.0,20.0,"{""<5"":1,""5-10"":11,""11-20"":9,""21-60"":9,""61-120"":7,""121-240"":3,"">240"":2}",{},"{""Sheetz"":66,""Exxon Mobil"":44,""McDonald's"":44,""Taco Bell"":42,""Dunkin'"":41,""Simon mall"":39,""Walmart"":38,""Chick-fil-A"":37,""Dollar Tree"":35,""Wendy's"":35,""Martin's Foods"":33,""Lowe's"":28,""Dairy Queen"":26,""ALDI"":24,""Dollar General"":23,""International Trucks"":21,""CVS"":21,""Roy Rogers"":18,""Weis Markets"":18,""Fresenius Kidney Care"":18}","[1,1,1,1,2,1,1,5,4,7,6,6,6,7,8,6,6,6,2,3,4,2,1,1]","{""Monday"":5,""Tuesday"":8,""Wednesday"":8,""Thursday"":5,""Friday"":7,""Saturday"":8,""Sunday"":1}","{""android"":14,""ios"":13}"
195373,195595,224-222@63s-whq-h5z,sg:f604a1e27e9f4f529f5f81c92faf14ad,,,Fundamental Babtist Church Inc,146 S Potomac St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,2,2,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0]",240430007001,{},"{""240430009002"":4}",{},,244.5,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}",{},"{""Exxon Mobil"":96,""Roy Rogers"":50,""Primanti Bros."":50,""Music & Arts"":50,""Sleep Inn"":50,""The Vitamin Shoppe"":50,""Enterprise Rent-A-Car"":50,""TGI Fridays"":50,""Fresenius Kidney Care"":50,""Nissan"":50,""Red Robin Gourmet Burgers"":49,""Best Buy"":49,""Hampton"":49,""Sheetz"":49,""Big Lots Stores"":49,""Michaels Stores"":49,""Planet Fitness"":48,""ALDI"":48,""Hobby Lobby Stores"":48,""Little Caesars"":48}","[0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
196203,196427,222-222@63s-ws4-3yv,sg:3e7ce381d466441d9af50ef69b4ff83e,,,First United Bank & Trust,1646 Wesel Blvd,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,59,36,"[2,0,2,0,5,3,0,0,6,0,0,2,3,3,1,3,2,0,2,4,0,5,2,2,0,4,1,4,1,2]",240430009003,"{""240430108021"":5,""240430105003"":4,""470930035001"":4,""240430108012"":4,""240430007003"":4,""240430010011"":4,""240430109003"":4,""240430109004"":4}","{""540039720005"":4,""540039719002"":4,""240430010011"":4,""240430009003"":4,""240430108012"":4,""240430010012"":4,""540039711022"":4,""240430008001"":4,""240430108021"":4,""240430108022"":4}","{""US"":36}",4734.0,7.0,"{""<5"":5,""5-10"":43,""11-20"":7,""21-60"":4,""61-120"":0,""121-240"":0,"">240"":0}","{""Waffle House"":25}","{""Sheetz"":71,""McDonald's"":65,""Chick-fil-A"":54,""Lowe's"":50,""Walmart"":46,""Exxon Mobil"":43,""Dollar General"":43,""Simon mall"":40,""Martin's Foods"":39,""Dunkin'"":38,""Roy Rogers"":36,""Dollar Tree"":34,""Walgreens"":32,""AutoZone"":31,""Kohl's"":28,""Sam's Club"":27,""Texas Roadhouse"":23,""Popeyes Louisiana Kitchen"":23,""Burger King"":23,""CVS"":22}","[0,0,0,0,0,0,0,0,0,5,4,12,10,9,6,6,10,7,0,0,0,0,0,0]","{""Monday"":13,""Tuesday"":11,""Wednesday"":7,""Thursday"":9,""Friday"":13,""Saturday"":6,""Sunday"":0}","{""android"":13,""ios"":21}"
200409,200639,224-222@63s-wh4-yjv,sg:ba56b8b0215f4b0ca2bd1dc8c2db5012,,,Klines Auto Body,801 Florida Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,33,13,"[0,0,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,3,1,2,1,3,0,0,0,3,1,2,3,3]",240430003011,"{""240430108021"":7}","{""240430112014"":4}","{""US"":9}",17852.0,41.0,"{""<5"":0,""5-10"":7,""11-20"":4,""21-60"":9,""61-120"":3,""121-240"":5,"">240"":5}","{""McDonald's"":29}","{""Sheetz"":53,""Walmart"":44,""The Home Depot"":41,""Dollar General"":39,""McDonald's"":39,""Exxon Mobil"":35,""Burger King"":33,""Lowe's"":33,""Subway"":32,""Fresenius Kidney Care"":30,""Simon mall"":29,""7-Eleven"":28,""Wendy's"":25,""Starbucks"":22,""International Trucks"":22,""Olive Garden"":21,""Sunoco"":21,""Dunkin'"":19,""Dollar Tree"":18,""Taco Bell"":17}","[2,2,2,2,2,3,4,6,9,7,4,5,9,9,6,7,6,4,4,4,4,3,4,3]","{""Monday"":5,""Tuesday"":5,""Wednesday"":4,""Thursday"":8,""Friday"":4,""Saturday"":2,""Sunday"":5}","{""android"":7,""ios"":6}"
203240,203474,zzw-223@63s-whh-d7q,sg:b5ad0644e1774dde9a6f7f15f8cc4488,,,HSA Service Center,1423 Oakmont Dr,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,64,23,"[3,3,1,0,1,3,1,2,4,3,0,4,2,2,4,2,3,1,3,1,2,1,3,0,0,4,1,4,2,4]",240430006021,"{""420550121001"":4,""540039713004"":4,""240054114083"":4,""240430008003"":4}","{""240430109003"":6,""240430005003"":4,""240430103001"":4,""240430104003"":4}","{""US"":21}",10919.0,16.5,"{""<5"":6,""5-10"":22,""11-20"":7,""21-60"":13,""61-120"":3,""121-240"":2,"">240"":11}","{""Carroll Independent Fuel"":67,""McDonald's"":46,""7-Eleven"":33}","{""Sheetz"":47,""Exxon Mobil"":35,""McDonald's"":28,""Dunkin'"":27,""Martin's Foods"":26,""FedEx"":26,""Walmart"":26,""Arby's"":23,""Food Lion"":21,""CVS"":21,""Simon mall"":20,""United States Postal Service (USPS)"":19,""Dollar General"":19,""Weis Markets"":17,""Five Guys"":17,""Michaels Stores"":16,""ALDI"":16,""Chick-fil-A"":15,""High's"":13,""Royal Farms"":13}","[3,3,3,11,5,3,5,9,13,14,15,13,13,18,18,14,9,7,8,4,1,8,5,4]","{""Monday"":12,""Tuesday"":7,""Wednesday"":9,""Thursday"":12,""Friday"":16,""Saturday"":7,""Sunday"":1}","{""android"":13,""ios"":8}"
203713,203948,222-222@63s-wh8-575,sg:df771fff15b942ac82fb9d82936ea773,,,Wilson's Your Favorite Quilt Shop,13516 Marsh Pike,Paramount-Long Meadow,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,58,25,"[1,0,1,0,0,1,2,2,3,3,1,3,3,1,3,3,0,0,2,3,2,3,2,1,1,4,2,2,5,4]",240430103002,"{""240430001002"":4,""240430111001"":4,""240430103002"":4,""240430102003"":4,""240217530012"":4,""240135110001"":4}","{""240054042024"":4,""240135052072"":4,""240430103003"":4,""540039718001"":4,""240217522011"":4,""240135110001"":4}","{""US"":23}",7825.0,74.5,"{""<5"":2,""5-10"":8,""11-20"":6,""21-60"":13,""61-120"":3,""121-240"":7,"">240"":19}","{""McDonald's"":29}","{""Sheetz"":63,""McDonald's"":45,""Lowe's"":31,""CVS"":27,""Burger King"":23,""Walmart"":22,""Dunkin'"":20,""BB&T (Branch Banking and Trust)"":20,""Dollar General"":17,""Chick-fil-A"":17,""BP"":16,""High's"":16,""Weis Markets"":16,""Dollar Tree"":15,""Texas Roadhouse"":14,""Panera Bread"":14,""Taco Bell"":14,""Sam's Club"":13,""Dairy Queen"":12,""Exxon Mobil"":12}","[6,5,4,4,5,6,7,22,18,20,20,19,21,20,21,15,12,9,7,6,5,6,7,7]","{""Monday"":9,""Tuesday"":9,""Wednesday"":7,""Thursday"":14,""Friday"":12,""Saturday"":5,""Sunday"":2}","{""android"":13,""ios"":9}"
207059,207299,222-222@63s-w38-mrk,sg:105ce681fc24451a8bbc7e0c92747512,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,J.Crew,275 Premium Outlets Blvd,Hagerstown,MD,21740,SG_BRAND_607ff0ea5b20110e1bfa15a23857eec0,J.Crew,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,158,123,"[2,9,11,0,8,10,3,4,4,5,6,4,4,4,9,3,11,5,3,2,6,5,5,6,6,3,7,4,5,4]",240430010011,"{""245102401001"":4,""240430010011"":4,""540039720004"":4,""450510601011"":4,""240010004003"":4,""420550116001"":4,""540039711011"":4,""240430105004"":4,""421110206002"":4,""420550121002"":4,""240430114003"":4,""240217507011"":4,""240217707001"":4,""240217753024"":4,""420550119003"":4}","{""240317010061"":5,""540039721012"":4,""470930035001"":4,""510594319001"":4,""420550119003"":4,""240430114002"":4,""240430010013"":4,""100050512021"":4,""540039714004"":4,""240430104002"":4,""240217707001"":4,""240430103001"":4,""240430115002"":4,""540379722012"":4,""240430109001"":4,""420550117002"":4,""240430111001"":4,""240317011022"":4,""240430106004"":4,""540039711011"":4,""240135142021"":4}","{""US"":113}",29989.0,21.0,"{""<5"":9,""5-10"":39,""11-20"":29,""21-60"":55,""61-120"":16,""121-240"":7,"">240"":3}","{""Simon mall"":99,""Columbia Sportswear"":25,""ALDI"":25,""Banana Republic"":20,""Burger King"":19,""Jimmy John's"":17,""Arby's"":16,""Dairy Queen"":14}","{""Simon mall"":98,""Sheetz"":43,""McDonald's"":36,""Chick-fil-A"":29,""Exxon Mobil"":26,""Walmart"":26,""Dunkin'"":22,""Lowe's"":19,""CVS"":18,""Kohl's"":17,""Starbucks"":16,""Burger King"":16,""The Home Depot"":15,""ALDI"":15,""Martin's Foods"":15,""Dollar Tree"":14,""Wendy's"":13,""Dollar General"":13,""Target"":13,""Subway"":12}","[2,2,2,2,2,3,2,4,3,5,7,22,22,26,22,20,15,16,14,10,17,22,12,11]","{""Monday"":18,""Tuesday"":23,""Wednesday"":17,""Thursday"":25,""Friday"":25,""Saturday"":33,""Sunday"":17}","{""android"":42,""ios"":79}"
211008,211252,224-223@63s-ws3-d9z,sg:773280826e854d20a5bba247b8b22a3f,,,Sardi's Pollo A La Brasa,100 Railway Ln,Halfway,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,179,148,"[8,14,5,4,8,3,3,3,7,13,6,2,6,4,3,3,10,8,5,3,5,4,11,10,7,2,7,7,5,3]",240430009003,"{""240430006022"":7,""240430106004"":4,""240430113023"":4,""240430107001"":4,""240430010023"":4,""240430009001"":4,""240317040002"":4,""240430111004"":4,""240430006011"":4,""240430104001"":4,""420550118001"":4,""420550118002"":4,""420550116002"":4,""240338002032"":4,""240430115002"":4,""240430108012"":4,""130730303042"":4,""240430105001"":4,""240430010012"":4,""240054024063"":4,""240430112013"":4,""240430112012"":4,""420550113022"":4,""240430116002"":4,""240430002001"":4,""420550117001"":4,""240135130022"":4,""540039712022"":4,""240430006021"":4,""540659708001"":4,""240430010022"":4,""540039720004"":4,""240430005003"":4,""371719301021"":4,""240430005002"":4,""240430105004"":4,""240430108011"":4,""340170128003"":4,""510594917023"":4}","{""516500103111"":5,""240430112013"":4,""240430105001"":4,""517750105011"":4,""240430106004"":4,""540039712022"":4,""240430112011"":4,""240430109003"":4,""240430112014"":4,""540039720003"":4,""240276012031"":4,""240430106002"":4,""240430108022"":4,""240430109001"":4,""240430116001"":4,""240430005002"":4,""240135130022"":4,""511076118063"":4,""240430006021"":4,""540039716003"":4,""240217510033"":4,""240217513021"":4,""240430109004"":4,""240317040002"":4,""240430104002"":4,""540039711024"":4,""240430112021"":4,""240217753025"":4,""240430010022"":4,""540039711022"":4,""240430109002"":4,""240430010023"":4,""540039721012"":4,""420550110003"":4,""540659710002"":4,""240430104001"":4,""540919646001"":4,""420550120005"":4,""240430112012"":4}","{""US"":145}",15555.0,15.0,"{""<5"":9,""5-10"":58,""11-20"":42,""21-60"":51,""61-120"":15,""121-240"":3,"">240"":1}","{""New York & Company"":40,""Wendy's"":27,""Roy Rogers"":25,""2nd and Charles"":25,""Outback Steakhouse"":20,""McDonald's"":16,""Red Lobster"":14,""Exxon Mobil"":13,""Walmart"":7}","{""Sheetz"":61,""McDonald's"":53,""Walmart"":47,""Chick-fil-A"":41,""Simon mall"":38,""Dollar General"":37,""Exxon Mobil"":33,""Dunkin'"":31,""Sam's Club"":31,""CVS"":30,""Starbucks"":30,""Target"":29,""Wendy's"":28,""Taco Bell"":28,""Burger King"":27,""Lowe's"":27,""Dollar Tree"":25,""Popeyes Louisiana Kitchen"":23,""Dairy Queen"":22,""Bruster's Ice Cream"":21}","[2,1,1,1,1,1,1,1,1,1,4,4,19,21,25,24,29,31,35,24,20,9,2,2]","{""Monday"":17,""Tuesday"":19,""Wednesday"":19,""Thursday"":23,""Friday"":38,""Saturday"":38,""Sunday"":25}","{""android"":66,""ios"":78}"
212980,213225,222-222@63s-wh5-6p9,sg:30136b02c9cb443d8434cf2b6089c4ae,zzw-224@63s-wh5-3yv,sg:f02deb9ab8a945c797749eb23a31129f,Sweet Frog,18081 Garland Groh Blvd,Hagerstown,MD,21740,SG_BRAND_5210f3e6393aa617,Sweet Frog,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,37,29,"[1,0,2,0,1,2,0,2,4,1,0,3,1,2,0,3,1,2,2,1,1,0,0,1,0,2,2,0,2,1]",240430104004,"{""540039711024"":4,""240430116001"":4,""540659707002"":4,""240430109003"":4,""240430103002"":4,""240430108012"":4,""420550116002"":4,""240430104004"":4,""420550115005"":4}","{""240430108012"":5,""420550118001"":4,""420550115005"":4}","{""US"":25}",13432.0,10.0,"{""<5"":1,""5-10"":18,""11-20"":1,""21-60"":8,""61-120"":5,""121-240"":2,"">240"":2}","{""Sam's Club"":49}","{""McDonald's"":40,""Dollar Tree"":39,""Walmart"":37,""Sheetz"":37,""Exxon Mobil"":27,""Dollar General"":24,""CVS"":22,""AutoZone"":22,""Martin's Foods"":21,""Chick-fil-A"":21,""Dunkin'"":20,""Starbucks"":19,""PetSmart"":19,""Arby's"":18,""Target"":17,""Mission BBQ"":17,""BP"":17,""Fresenius Kidney Care"":17,""Michaels Stores"":16,""Lowe's"":15}","[0,1,0,0,1,0,0,0,0,1,1,1,2,5,3,6,6,10,12,4,4,4,3,2]","{""Monday"":8,""Tuesday"":6,""Wednesday"":3,""Thursday"":5,""Friday"":8,""Saturday"":5,""Sunday"":2}","{""android"":12,""ios"":15}"
213405,213650,224-222@63s-whd-bp9,sg:54d9d037877044bfb8fdd1cab36c34a0,,,Valvoline,180 S Edgewood Dr,Hagerstown,MD,21740,SG_BRAND_39e16e9497a95ca0,Valvoline,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,98,90,"[1,5,7,1,7,5,4,3,2,6,3,5,1,0,2,3,5,3,3,5,2,1,4,4,3,4,2,3,2,2]",240430111003,"{""240430109001"":5,""240430108021"":4,""240430003012"":4,""240430111003"":4,""240430114003"":4,""240430112014"":4,""240430112021"":4,""240430005003"":4,""240430103003"":4,""240430111004"":4,""240430010014"":4,""420579603003"":4,""240430106001"":4,""240430104003"":4,""240430112011"":4,""240430115004"":4,""240430112012"":4}","{""420550109001"":7,""240430116001"":7,""420410118013"":6,""240430108012"":5,""240430105002"":4,""240430007003"":4,""540039721026"":4,""240430111003"":4,""240430003012"":4,""240430112021"":4,""240430114001"":4,""240430111004"":4,""240430102001"":4,""240430112011"":4,""240430107002"":4,""240430113013"":4,""240217505052"":4,""240430109001"":4}","{""US"":85}",7443.0,21.0,"{""<5"":2,""5-10"":24,""11-20"":21,""21-60"":43,""61-120"":6,""121-240"":2,"">240"":0}","{""Sheetz"":100,""Gabe's"":50,""Popeyes Louisiana Kitchen"":50,""CVS"":49,""Tractor Supply Co."":20,""Taco Bell"":15,""Cadillac"":14}","{""Sheetz"":71,""Exxon Mobil"":43,""Walmart"":40,""McDonald's"":38,""CVS"":33,""Dollar General"":32,""Simon mall"":30,""Lowe's"":29,""Fresenius Kidney Care"":25,""Sam's Club"":25,""Dunkin'"":23,""Wendy's"":22,""Martin's Foods"":21,""Chick-fil-A"":21,""Taco Bell"":19,""Burger King"":18,""Dollar Tree"":16,""ALDI"":15,""The Home Depot"":14,""Target"":14}","[1,0,0,1,0,0,0,2,4,10,20,21,18,12,14,13,14,13,5,1,0,0,0,0]","{""Monday"":19,""Tuesday"":13,""Wednesday"":9,""Thursday"":9,""Friday"":16,""Saturday"":22,""Sunday"":10}","{""android"":41,""ios"":48}"
213838,214084,zzw-222@63s-wgy-vj9,sg:7992b2fa79bd4128b2a074e292b3f181,,,Kaplan University Hagerstown Campus,18618 Crestwood Dr,Fountainhead-Orchard Hills,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,458,143,"[11,7,0,0,5,7,6,24,9,5,0,37,25,22,30,23,3,0,22,23,22,28,16,1,1,31,28,21,34,17]",240430103001,"{""240430115001"":9,""240430103003"":7,""420550117004"":7,""240430109001"":6,""420550103004"":5,""240430010023"":4,""540039713004"":4,""240430010022"":4,""240430104002"":4,""540039721024"":4,""540379722031"":4,""240430001001"":4,""540379722012"":4,""240430103002"":4,""240430002002"":4,""240430005002"":4,""240217529002"":4,""420550114001"":4,""540039711012"":4,""240430005001"":4,""240430112021"":4,""240430105003"":4,""240217707001"":4,""420579603003"":4,""420550119001"":4,""540039721022"":4,""240430106001"":4}","{""420550114001"":8,""240430103001"":7,""420550118001"":7,""240217529002"":5,""240430113013"":5,""240430109001"":5,""420410125021"":4,""420550116001"":4,""240430108012"":4,""540659708001"":4,""240430004003"":4,""510690503003"":4,""240217523033"":4,""420550120002"":4,""540039712023"":4,""240217510031"":4,""240430010022"":4,""240430103003"":4,""240430104001"":4,""240430003012"":4,""420550117004"":4,""540039711012"":4,""240217519022"":4,""240430010023"":4,""240430108022"":4,""240430115001"":4,""240430105003"":4,""420550125012"":4,""240430111004"":4}","{""US"":138}",11415.0,147.5,"{""<5"":5,""5-10"":52,""11-20"":26,""21-60"":88,""61-120"":43,""121-240"":62,"">240"":182}","{""Baskin Robbins"":11,""ROCS"":6,""Sheetz"":5}","{""Sheetz"":59,""McDonald's"":44,""Chick-fil-A"":31,""Dunkin'"":31,""Walmart"":25,""Exxon Mobil"":25,""Starbucks"":24,""Lowe's"":23,""Martin's Foods"":22,""Target"":20,""Fresenius Kidney Care"":19,""Simon mall"":18,""CVS"":18,""Dollar General"":18,""Taco Bell"":16,""Sam's Club"":16,""Dairy Queen"":15,""PetSmart"":15,""Wendy's"":14,""Chipotle Mexican Grill"":14}","[3,1,0,0,0,0,5,154,233,237,235,237,232,210,215,114,40,10,8,7,4,1,1,1]","{""Monday"":95,""Tuesday"":83,""Wednesday"":71,""Thursday"":127,""Friday"":72,""Saturday"":9,""Sunday"":1}","{""android"":39,""ios"":98}"
214925,215172,22k-222@63s-whj-9j9,sg:df5bcfdb2a24457f8cd9bed9837467ab,,,South Hagerstown Fire Company Engine 5,409 W 1st St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,114,42,"[6,2,7,7,2,8,9,6,6,0,2,3,4,4,2,3,2,4,1,2,6,2,2,6,0,1,7,5,3,2]",240430008003,"{""240430006021"":4,""240430104004"":4,""240430007002"":4,""240010001003"":4,""240430008003"":4,""240430108021"":4,""240430108022"":4,""240430109001"":4}","{""240430115001"":7,""240338012112"":4,""420550117002"":4,""240430008003"":4,""240010001003"":4,""240430109001"":4,""240430113011"":4}","{""US"":33}",5772.0,68.0,"{""<5"":0,""5-10"":15,""11-20"":11,""21-60"":29,""61-120"":18,""121-240"":10,"">240"":31}","{""McDonald's"":63}","{""Sheetz"":42,""Exxon Mobil"":32,""McDonald's"":23,""CVS"":21,""Dunkin'"":20,""Martin's Foods"":19,""Burger King"":19,""Lowe's"":18,""Simon mall"":17,""Taco Bell"":15,""AutoZone"":15,""Walmart"":13,""Texas Roadhouse"":13,""ALDI"":13,""High's"":12,""Goodwill Industries"":12,""The Home Depot"":11,""Papa John's"":11,""Wawa"":11,""Olive Garden"":10}","[18,18,17,18,18,18,22,20,12,16,14,10,12,16,19,24,20,17,17,19,30,31,26,24]","{""Monday"":7,""Tuesday"":21,""Wednesday"":24,""Thursday"":19,""Friday"":15,""Saturday"":15,""Sunday"":13}","{""android"":27,""ios"":12}"
215660,215908,226-223@63s-whd-9fz,sg:2111f7f59c084a129a82ebbc8320fa39,,,Turner's Enterprise,1350 Dual Hwy,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,232,128,"[16,3,15,1,2,2,8,11,14,25,8,2,3,4,9,7,16,10,2,3,5,11,7,12,13,3,2,2,12,4]",240430112012,"{""240430112021"":6,""240430109001"":5,""240430001001"":5,""240430006021"":4,""420550120006"":4,""240430005003"":4,""240430114002"":4,""240430115003"":4,""240430103003"":4,""240430108011"":4,""240430106001"":4,""240430108012"":4,""240430105003"":4,""510479303001"":4,""540039712012"":4,""240430010012"":4,""420879608004"":4,""240430111001"":4,""510619301002"":4,""240430111004"":4}","{""240430114003"":6,""240430108011"":6,""240430112013"":5,""240217522044"":4,""240430111001"":4,""240217507022"":4,""240317007042"":4,""420550120006"":4,""240430103003"":4,""420550106002"":4,""240430103001"":4,""240430105003"":4,""240430006021"":4,""240430106003"":4,""240253032062"":4,""240430112014"":4,""240430112021"":4,""240430006022"":4,""240430005003"":4,""240430114002"":4,""240430105004"":4,""240217530012"":4,""240430001001"":4,""240430112011"":4,""540039714004"":4,""420550104002"":4,""240430009003"":4,""240430104004"":4,""240430010022"":4,""240430002001"":4}","{""US"":128}",12727.0,49.5,"{""<5"":2,""5-10"":21,""11-20"":12,""21-60"":95,""61-120"":73,""121-240"":26,"">240"":3}","{""Fresenius Kidney Care"":50,""Friendly's"":25,""Burger King"":19,""Dandy Mini Marts"":17,""Pilot Flying J"":11,""Sam's Club Fuel Center"":11,""McDonald's"":7}","{""Sheetz"":62,""McDonald's"":47,""Lowe's"":44,""Walmart"":44,""Exxon Mobil"":32,""Dunkin'"":30,""Chick-fil-A"":24,""CVS"":23,""Fresenius Kidney Care"":22,""Target"":21,""Wendy's"":21,""Burger King"":21,""Simon mall"":21,""Dollar General"":20,""Texas Roadhouse"":19,""Taco Bell"":19,""ALDI"":18,""Goodwill Industries"":18,""Sam's Club"":18,""Dollar Tree"":17}","[3,1,3,4,1,0,0,1,1,4,13,24,34,27,28,31,22,44,53,47,40,39,26,9]","{""Monday"":9,""Tuesday"":10,""Wednesday"":19,""Thursday"":59,""Friday"":35,""Saturday"":68,""Sunday"":32}","{""android"":55,""ios"":70}"
216002,216250,226-223@63s-wh9-g8v,sg:3ca1162478a147be922f004ac5b01825,,,Dollars & Sense,18501 Maugans Ave Ste 104,Fountainhead-Orchard Hills,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,165,137,"[2,10,14,5,4,1,6,11,4,4,5,5,6,4,1,4,12,4,6,6,5,2,6,13,5,4,5,5,3,3]",240430103001,"{""240430103002"":9,""240430104004"":8,""240430104002"":7,""540379723001"":6,""420550119003"":6,""240430103003"":6,""420550120004"":4,""240217528012"":4,""540659707003"":4,""240430002002"":4,""240430106002"":4,""090034603022"":4,""240430002003"":4,""420550125011"":4,""240430102004"":4,""420550118003"":4,""240430005001"":4,""240430113013"":4,""240430105001"":4,""240430114001"":4,""420550110003"":4,""240430104003"":4,""240430112013"":4,""240430109004"":4,""240430106001"":4,""420550117002"":4,""240430112021"":4,""240430104001"":4}","{""240430104002"":7,""240430105001"":6,""240430103002"":5,""240430103001"":5,""420550125011"":4,""240217722002"":4,""090034603022"":4,""240430006021"":4,""420550116002"":4,""240430002001"":4,""540039714001"":4,""420550118001"":4,""420550125021"":4,""240430106002"":4,""540379723001"":4,""540659707002"":4,""420550117002"":4,""420410130004"":4,""240430108011"":4,""240430103003"":4,""420550119003"":4,""360610134008"":4,""420550123003"":4,""240430002002"":4,""240430111004"":4,""240430112013"":4,""420912010052"":4,""240430116001"":4,""240430114001"":4,""240430102004"":4,""240430002003"":4,""420619504002"":4}","{""US"":130}",8344.0,11.0,"{""<5"":5,""5-10"":64,""11-20"":50,""21-60"":34,""61-120"":5,""121-240"":0,"">240"":7}","{""Starbucks"":48,""Weis Markets"":33,""Dollar Tree"":24,""Chevrolet"":20,""Dairy Queen"":19,""Burger King"":19,""Hampton"":17,""GameStop"":16,""M&T Bank"":9,""Pier 1 Imports"":8,""Pizza Hut"":7}","{""Sheetz"":68,""McDonald's"":51,""Walmart"":40,""Martin's Foods"":36,""Exxon Mobil"":33,""Starbucks"":32,""Chick-fil-A"":32,""Taco Bell"":31,""Dollar General"":30,""Dunkin'"":29,""Simon mall"":28,""Wendy's"":28,""Lowe's"":28,""Sam's Club"":27,""Burger King"":26,""Target"":23,""Fresenius Kidney Care"":18,""CVS"":17,""ROCS"":17,""Marshalls"":16}","[1,1,2,2,4,1,1,2,1,5,7,16,35,32,22,20,21,21,20,31,19,11,7,3]","{""Monday"":19,""Tuesday"":18,""Wednesday"":20,""Thursday"":19,""Friday"":27,""Saturday"":43,""Sunday"":19}","{""android"":60,""ios"":79}"
