,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
3795425,457474,224-222@63s-wsc-mp9,sg:4ba92a9404f24b63a44be47a56f09317,,,Pro Arte Piano,278 S Prospect St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,243,54,"[8,3,11,14,5,8,18,4,8,9,7,8,2,3,5,9,5,7,10,6,4,11,6,15,9,12,7,9,6,14]",240430008001,"{""240430008001"":5,""370850714022"":4,""240430007002"":4,""240430104002"":4,""540039712012"":4,""540039711024"":4,""240217722002"":4,""240430004003"":4,""240430113022"":4}","{""240430004003"":6,""540039720003"":5,""240430008001"":4,""240430112012"":4,""540039712012"":4,""240430112021"":4,""240430010022"":4,""240430007002"":4,""540659707003"":4,""240430009003"":4,""240430104002"":4}","{""US"":47}",3069.0,39.0,"{""<5"":3,""5-10"":49,""11-20"":32,""21-60"":65,""61-120"":38,""121-240"":36,"">240"":20}","{""Sheetz"":66,""Dollar Tree"":19,""Walmart"":18,""Fresenius Kidney Care"":17,""Best Buy"":14}","{""Sheetz"":64,""Walmart"":40,""McDonald's"":39,""7-Eleven"":27,""BP"":24,""Exxon Mobil"":24,""Dollar General"":23,""Dollar Tree"":22,""Simon mall"":22,""Goodwill Industries"":22,""AutoZone"":20,""CVS"":17,""Fresenius Kidney Care"":16,""Wendy's"":16,""Taco Bell"":16,""Lowe's"":15,""Sunoco"":14,""Planet Fitness"":13,""Texas Roadhouse"":13,""Domino's Pizza"":13}","[15,12,11,12,11,11,12,8,16,16,19,31,33,29,23,42,37,46,54,50,37,35,34,23]","{""Monday"":35,""Tuesday"":23,""Wednesday"":34,""Thursday"":34,""Friday"":40,""Saturday"":40,""Sunday"":37}","{""android"":38,""ios"":14}"
3802137,464192,222-222@63s-wh2-7h5,sg:adbfa39c5ab8477f883a5435249e1f29,,,Northern Middle,701 Northern Ave,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,839,134,"[7,0,1,0,5,39,38,40,31,2,0,44,48,43,40,44,1,3,42,41,40,50,47,1,1,42,50,47,45,47]",240430002002,"{""240430103002"":10,""240430112021"":8,""240430005003"":8,""240430103003"":8,""240430001002"":7,""240430006011"":5,""240430105003"":5,""240430112011"":5,""240430001001"":5,""240430115001"":4,""240430004002"":4,""240430112013"":4,""240430003012"":4,""420550110003"":4,""240430005001"":4,""240430002001"":4,""420550117004"":4,""240430002003"":4,""240430106001"":4,""240430109001"":4,""240430007001"":4,""240430005002"":4}","{""240430002002"":12,""240430103003"":11,""240430005003"":10,""240430006011"":9,""240430103002"":8,""240430112021"":8,""240430001001"":4,""240430006022"":4,""240430001002"":4,""420550122001"":4,""240430112013"":4,""240430002001"":4,""240430109004"":4,""240430005002"":4,""240430104002"":4,""420550119003"":4,""240430004002"":4,""240430109001"":4,""240054903011"":4,""240430102003"":4}","{""US"":126}",2749.0,273.0,"{""<5"":16,""5-10"":133,""11-20"":41,""21-60"":47,""61-120"":48,""121-240"":100,"">240"":454}","{""Taco Bell"":49}","{""McDonald's"":43,""Sheetz"":42,""Dollar General"":26,""CVS"":25,""Walmart"":25,""Dollar Tree"":22,""Weis Markets"":22,""Starbucks"":21,""Chick-fil-A"":21,""Lowe's"":20,""Exxon Mobil"":20,""Simon mall"":20,""Target"":19,""Martin's Foods"":19,""Sam's Club"":18,""Dunkin'"":18,""Burger King"":17,""Fresenius Kidney Care"":14,""Taco Bell"":13,""Wendy's"":12}","[1,1,1,0,0,8,28,537,519,511,511,524,499,499,439,39,16,9,6,1,7,4,6,5]","{""Monday"":133,""Tuesday"":178,""Wednesday"":168,""Thursday"":182,""Friday"":169,""Saturday"":5,""Sunday"":4}","{""android"":57,""ios"":75}"
3802181,464236,223-223@63s-wh2-xqz,sg:b1a45359fb214f80a0db39a70107ca8c,,,Newbold Medical Office,19426 Leitersburg Pike,Paramount-Long Meadow,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,12,10,"[0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0]",240430103003,"{""240430002001"":4}","{""240430105003"":4,""240430001002"":4}","{""US"":10}",17036.0,22.5,"{""<5"":0,""5-10"":2,""11-20"":3,""21-60"":6,""61-120"":1,""121-240"":0,"">240"":0}",{},"{""McDonald's"":65,""Sheetz"":59,""Starbucks"":52,""CVS"":45,""Chick-fil-A"":43,""Simon mall"":38,""Exxon Mobil"":36,""Taco Bell"":34,""Walmart"":32,""Martin's Foods"":30,""Food Lion"":29,""Five Guys"":29,""Outback Steakhouse"":29,""Hobby Lobby Stores"":28,""Goodwill Industries"":28,""Dunkin'"":26,""Lowe's"":25,""Dollar General"":23,""Target"":23,""Friendly's"":20}","[0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,1,2,1,0,0,0]","{""Monday"":3,""Tuesday"":4,""Wednesday"":2,""Thursday"":2,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":4,""ios"":10}"
3805584,467644,226-222@63s-whr-7qz,sg:f1f47e6ae7b44947baa3e8d71f66c47b,,,Cueto & Cueto,474 N Potomac St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,66,32,"[6,3,5,2,2,0,5,1,3,0,5,3,2,8,2,1,2,1,2,1,0,0,0,0,2,1,1,1,5,2]",240430005001,"{""240217707002"":4,""240430009003"":4,""240430104002"":4}","{""240430112021"":4,""245100907003"":4,""240430005002"":4,""240430114002"":4}","{""US"":29}",5045.0,73.0,"{""<5"":2,""5-10"":8,""11-20"":5,""21-60"":14,""61-120"":15,""121-240"":10,"">240"":12}","{""Rutter's Farm Stores"":100,""BB&T (Branch Banking and Trust)"":100,""Dunkin'"":49,""McDonald's"":21}","{""Sheetz"":49,""McDonald's"":41,""Exxon Mobil"":27,""Popeyes Louisiana Kitchen"":26,""Dollar Tree"":26,""Family Dollar Stores"":25,""Lowe's"":23,""Taco Bell"":22,""Sam's Club"":22,""Dunkin'"":21,""Chick-fil-A"":18,""CVS"":16,""KFC"":16,""Wendy's"":16,""7-Eleven"":16,""Roy Rogers"":16,""Martin's Foods"":16,""BP"":15,""Five Guys"":15,""Denny's"":14}","[3,3,0,0,1,1,2,7,10,12,12,13,9,12,12,15,12,8,9,6,12,11,9,6]","{""Monday"":8,""Tuesday"":4,""Wednesday"":14,""Thursday"":14,""Friday"":9,""Saturday"":7,""Sunday"":10}","{""android"":15,""ios"":16}"
3806187,468248,zzw-222@63s-whb-9xq,sg:243021c439ca4932832f9b3c61e97572,,,LOVES TRUCK CARE 682,14188 Perini Dr,Fountainhead-Orchard Hills,MD,21742,SG_BRAND_4bc53bddaed9ceb9,International Trucks,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,2377,1545,"[79,83,92,76,92,92,100,83,75,71,60,73,83,81,85,63,68,82,85,67,85,91,95,72,70,84,75,76,76,63]",240430103001,"{""420550117002"":36,""240430104002"":30,""240430103002"":26,""420550119003"":23,""420550117004"":21,""420550117003"":17,""420550119002"":16,""420550118002"":14,""420550118001"":10,""420550117001"":10,""420550119004"":10,""240430103001"":9,""420550110003"":9,""240430005001"":9,""420550119001"":8,""240430104003"":8,""240430006021"":8,""420579601001"":8,""370670027022"":8,""240430104001"":8,""401470013005"":7,""540039711011"":7,""420970808003"":6,""420550118003"":6,""470699506001"":6,""390799577001"":5,""371090705003"":5,""500039702001"":5,""420550121001"":5,""240430104004"":5,""420550101002"":5,""420110130003"":5,""010010208022"":5,""420550116003"":5,""371790206021"":5,""560419753002"":4,""540039711024"":4,""540039720001"":4,""420550114002"":4,""450830227002"":4,""450450024032"":4,""511650103001"":4,""211999309001"":4,""121030244122"":4,""240430102004"":4,""484579504002"":4,""471790616024"":4,""421090702001"":4,""170438407032"":4,""120990031021"":4,""540039721021"":4,""240430010014"":4,""270570707001"":4,""190490508092"":4,""421150325001"":4,""010810420061"":4,""511539012263"":4,""483610220001"":4,""471630423003"":4,""420550109001"":4,""511539017012"":4,""180670003001"":4,""320030034292"":4,""240430001001"":4,""471570217444"":4,""500039713001"":4,""371330021002"":4,""120030402021"":4,""511990503051"":4,""240430108011"":4,""371190061081"":4,""220330038023"":4,""518400002013"":4,""470999603001"":4,""120860003072"":4,""240430113013"":4,""420691028003"":4,""120950171032"":4,""221190319001"":4,""201730093024"":4,""371190057161"":4,""370399302001"":4,""370010210003"":4,""240430009003"":4,""510594523022"":4,""510650201022"":4,""480291318022"":4,""131150020001"":4,""271410304041"":4,""421010355003"":4,""211110091031"":4,""420691027001"":4,""420550120004"":4,""450450024021"":4,""370710331003"":4,""420579603001"":4,""240430102003"":4,""120110107021"":4,""370510031042"":4,""361070205001"":4,""371619611022"":4,""471570211414"":4,""420550111002"":4,""420990302011"":4,""420550109002"":4,""240430001002"":4,""130630404111"":4,""371190030181"":4,""340170199002"":4,""120310113001"":4,""210139608002"":4,""420550123001"":4,""280490111021"":4,""220979602004"":4,""481130167011"":4,""450310114004"":4,""470539664001"":4,""280579503003"":4,""340373726003"":4,""240430116001"":4,""120950168061"":4,""420550125022"":4,""490359800001"":4,""401214857001"":4,""482150235141"":4,""360430114003"":4,""240217529002"":4,""540259501001"":4,""480291719211"":4,""391570215005"":4,""121010309031"":4,""421010357022"":4,""230310245003"":4,""484999501001"":4,""484391139173"":4,""510853214011"":4,""120310134024"":4,""420893010013"":4,""050279501002"":4,""420750030003"":4,""360670134004"":4,""010719506002"":4,""340190106002"":4,""191690010003"":4,""450450030151"":4,""420550113011"":4,""480610133081"":4,""450830224043"":4,""510690505001"":4,""481576732002"":4,""360191001006"":4,""011010054023"":4,""420599706002"":4,""010810406021"":4,""240430005003"":4,""420010301022"":4,""370270314032"":4,""280730201001"":4,""120111103321"":4,""121010329041"":4,""280890301085"":4,""120970432042"":4,""010179542003"":4,""410619702003"":4,""480850305191"":4,""480679502002"":4,""330151031003"":4,""450150208061"":4,""240430109001"":4,""450910614041"":4,""420550120002"":4,""420550116001"":4,""510690508011"":4,""245101307003"":4,""450750106001"":4,""420010317002"":4,""421070036002"":4,""280890301082"":4,""470359707023"":4,""371190058312"":4,""420410108002"":4,""133119502031"":4,""360870105023"":4,""391199112004"":4,""240217512024"":4,""250010120011"":4,""371190055232"":4,""130670315091"":4,""516800003002"":4,""420550107005"":4,""540039711021"":4,""120860096002"":4,""130830401022"":4,""120860108011"":4,""240430112021"":4}","{""240430104002"":28,""240430103001"":27,""420550117004"":24,""420550117002"":23,""240430103002"":22,""420550119003"":19,""420550110003"":17,""420550119002"":13,""420550117003"":12,""420550118002"":12,""420550118003"":8,""240430104003"":8,""240430009003"":7,""240430104001"":7,""240430003011"":7,""420550119004"":7,""420550103004"":7,""240317008301"":7,""540879628003"":6,""420550117001"":6,""420550109001"":6,""420550118001"":5,""420659512003"":5,""240430112013"":5,""180071002004"":5,""240430105003"":5,""420550119001"":5,""470930062082"":5,""120860108021"":5,""340190106002"":5,""340230026051"":4,""040134221071"":4,""540039713003"":4,""240430103003"":4,""220919512002"":4,""482199505003"":4,""190490508092"":4,""240430108012"":4,""420293014011"":4,""360470360013"":4,""390610218013"":4,""130039602002"":4,""CA:59152071"":4,""120710403032"":4,""050310012002"":4,""421010355003"":4,""280490111021"":4,""370970602002"":4,""484391055131"":4,""240430108022"":4,""420970805003"":4,""420912048001"":4,""420410131015"":4,""450630208021"":4,""420550107001"":4,""420550123003"":4,""470519604002"":4,""482211602091"":4,""371619611022"":4,""391199124002"":4,""420110006002"":4,""420010301022"":4,""400055879001"":4,""230310245003"":4,""541070007011"":4,""421298049001"":4,""171770012005"":4,""420550123001"":4,""120950177011"":4,""280750102013"":4,""481830104005"":4,""470699506001"":4,""120110107021"":4,""480396628006"":4,""420454006001"":4,""240217510033"":4,""481130167011"":4,""240430006022"":4,""130690104001"":4,""420110015003"":4,""240430113013"":4,""510131035021"":4,""240430102001"":4,""370250417022"":4,""240430002002"":4,""120111103321"":4,""370010210003"":4,""482015501001"":4,""371539709002"":4,""450070117002"":4,""540039712013"":4,""210670039091"":4,""361070205001"":4,""250010122003"":4,""120970410021"":4,""120210111052"":4,""370810160111"":4,""421070026001"":4,""320030034292"":4,""420550125011"":4,""540659710003"":4,""080010085401"":4,""511076110041"":4,""420550108003"":4,""371950017003"":4,""450850011001"":4,""131131404061"":4,""450450026041"":4,""480679502002"":4,""371190058252"":4,""540039711011"":4,""130890218102"":4,""240217510021"":4,""340390342003"":4,""240253016021"":4,""420550125022"":4,""371939607001"":4,""120950170012"":4,""490351128102"":4,""421330008002"":4,""480291918061"":4,""240430114002"":4,""420550116001"":4,""170318025052"":4,""471570211414"":4,""511371101041"":4,""220679502003"":4,""390490094204"":4,""051450711003"":4,""540379724022"":4,""420710141011"":4,""481830007001"":4,""240430004003"":4,""240135076022"":4,""482150207211"":4,""361190148045"":4,""371830541111"":4,""010730139011"":4,""481576732002"":4,""420893012023"":4,""240430104004"":4,""360670134004"":4,""060730083353"":4,""511790102071"":4,""390170118003"":4,""360110418002"":4,""240430105004"":4,""390490097402"":4,""132719505002"":4,""240217506001"":4,""131150020001"":4,""291892109212"":4,""361031457044"":4,""240150313023"":4,""120570114163"":4,""360430114003"":4,""540039712011"":4,""240217512024"":4,""420171015042"":4,""120710108034"":4,""120030402021"":4,""420550103005"":4,""131510703071"":4,""260250007003"":4,""511610311021"":4,""240430010014"":4,""120910211024"":4,""240430006011"":4,""421150325001"":4,""201730093024"":4,""240430112021"":4,""370670027022"":4,""470459640001"":4,""370270304004"":4,""240253012051"":4,""061070035022"":4,""240217526032"":4,""240430005003"":4,""240430006021"":4,""540039721021"":4,""370670027011"":4,""420430219012"":4,""240054514022"":4,""450450024021"":4,""010310103002"":4,""040030021002"":4,""171150020005"":4,""482150214042"":4,""420550120004"":4,""420110102023"":4,""500039711002"":4,""420893010013"":4,""420579602003"":4,""270370615021"":4,""360610021001"":4,""470319702004"":4,""510690508011"":4,""240430010013"":4,""240317012053"":4,""260670313005"":4,""360470302003"":4,""390099727004"":4,""420550116003"":4,""511838704002"":4,""120950171052"":4,""240430004001"":4,""290970104003"":4,""420512611002"":4,""340210025003"":4,""540259501001"":4,""420550121002"":4,""240430108011"":4}","{""US"":1212,""CA"":8,""MX"":4}",239647.0,21.0,"{""<5"":107,""5-10"":766,""11-20"":305,""21-60"":390,""61-120"":171,""121-240"":179,"">240"":459}","{""Love's Travel Stops and Country Stores"":20,""Wendy's"":10,""Pilot Flying J"":7}","{""Love's Travel Stops and Country Stores"":52,""Pilot Flying J"":46,""Walmart"":42,""TravelCenters of America"":39,""McDonald's"":37,""Subway"":35,""Sunoco"":35,""Wendy's"":35,""Sheetz"":33,""Dunkin'"":30,""Exxon Mobil"":30,""Freightliner Trucks"":27,""Shell Oil"":27,""Arby's"":25,""Dollar General"":23,""BP"":23,""Burger King"":22,""Lowe's"":19,""Denny's"":19,""Taco Bell"":17}","[300,290,301,279,259,229,227,193,213,242,257,321,324,312,343,351,367,393,374,341,319,328,327,318]","{""Monday"":334,""Tuesday"":317,""Wednesday"":342,""Thursday"":414,""Friday"":379,""Saturday"":303,""Sunday"":288}","{""android"":851,""ios"":690}"
3806188,468249,223-222@63s-whq-kcq,sg:2445857674e04bd385ceaf7ebc1a4096,,,Signature Collision Centers,120 W Church St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,69,42,"[3,1,5,2,0,1,1,2,3,0,2,2,1,2,3,3,3,0,1,4,3,3,3,0,1,5,4,2,6,3]",240430004001,"{""540039711012"":11,""240430112012"":4,""240430006011"":4,""240430003022"":4,""240430010013"":4,""240430003012"":4,""240430103002"":4}","{""420410131014"":4,""240430004003"":4,""240217510033"":4,""240430003021"":4,""240217505052"":4}","{""US"":29}",4281.0,30.0,"{""<5"":1,""5-10"":21,""11-20"":6,""21-60"":19,""61-120"":9,""121-240"":6,"">240"":7}","{""Sheetz"":66,""Nissan"":50,""Tropical Smoothie Café"":50,""Popeyes Louisiana Kitchen"":33,""Domino's Pizza"":33}","{""Sheetz"":37,""McDonald's"":30,""Exxon Mobil"":29,""CVS"":28,""Wendy's"":25,""Goodwill Industries"":24,""Walmart"":23,""Burger King"":19,""Domino's Pizza"":17,""7-Eleven"":16,""Subway"":15,""Weis Markets"":14,""Dairy Queen"":13,""Dunkin'"":13,""AutoZone"":12,""Martin's Foods"":12,""M&T Bank"":12,""Family Dollar Stores"":11,""Simon mall"":10,""Chick-fil-A"":10}","[0,2,2,1,1,1,1,5,9,11,15,15,12,12,12,13,18,16,9,2,5,6,4,4]","{""Monday"":8,""Tuesday"":10,""Wednesday"":8,""Thursday"":17,""Friday"":13,""Saturday"":8,""Sunday"":5}","{""android"":27,""ios"":15}"
3807601,469662,zzz-222@63s-whh-yy9,sg:a74f948f7d5745f98590cd48383e5d33,,,Staley Park,728 Frederick St,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,169,86,"[4,3,0,3,5,9,10,4,3,2,4,5,6,3,3,7,4,3,4,15,8,9,8,1,2,5,14,10,6,9]",240430006022,"{""240430109001"":6,""240217528022"":4,""240430005003"":4,""240430010013"":4,""240430108012"":4,""540039711011"":4,""420410127022"":4,""540039711021"":4,""240217526011"":4,""240430010022"":4,""540039720002"":4,""540039712013"":4,""540039712022"":4,""240430008003"":4,""420550123003"":4,""240430004001"":4,""240430010021"":4,""240430102002"":4,""240430009002"":4,""240430007003"":4,""540039713003"":4,""240430113022"":4}","{""240217707001"":4,""240430006012"":4,""240430109001"":4,""540039712013"":4,""240430108012"":4,""240430010013"":4,""240430006022"":4,""240430010022"":4,""420550119002"":4,""240430004001"":4,""240430105002"":4,""540039713003"":4,""420550123003"":4}","{""US"":77}",7486.0,39.0,"{""<5"":5,""5-10"":36,""11-20"":20,""21-60"":47,""61-120"":38,""121-240"":16,"">240"":7}","{""Homewood Suites by Hilton"":29,""McDonald's"":13,""Sheetz"":12,""Dairy Queen"":8}","{""Sheetz"":63,""McDonald's"":36,""Exxon Mobil"":32,""Lowe's"":31,""Wendy's"":23,""Walmart"":23,""Dunkin'"":22,""Simon mall"":20,""Taco Bell"":19,""Walgreens"":18,""Martin's Foods"":17,""Chick-fil-A"":16,""7-Eleven"":16,""Sam's Club"":15,""Dollar General"":15,""Roy Rogers"":14,""Fresenius Kidney Care"":14,""Tractor Supply Co."":14,""Dollar Tree"":13,""Family Dollar Stores"":12}","[2,3,1,7,7,3,6,9,17,28,20,17,18,20,25,20,15,22,35,29,22,12,8,3]","{""Monday"":19,""Tuesday"":44,""Wednesday"":31,""Thursday"":26,""Friday"":30,""Saturday"":7,""Sunday"":12}","{""android"":42,""ios"":42}"
3812840,474910,223-223@63s-ws5-rff,sg:82aa667074f24a35a24d01b2645ed24a,zzw-222@63s-ws5-rff,sg:9a55ad2cd19d4f9a8194597b21cc1dd9,Kmart Pharmacy3172,1713 Massey Blvd,Halfway,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,5,4,"[0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0]",240430009003,"{""390490069332"":4}",{},"{""US"":4}",,7.0,"{""<5"":0,""5-10"":3,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}",{},"{""Sears Home Services"":49,""Arby's"":47,""Exxon Mobil"":46,""Lowe's"":45,""McDonald's"":35,""Walmart"":32,""ROCS"":25,""Saks Fifth Avenue"":25,""Roy Rogers"":25,""Primanti Bros."":25,""Von Maur"":25,""The Tire Choice & Total Car Care"":25,""Concentra"":25,""The Huntington National Bank"":25,""Mission BBQ"":25,""Walmart Distribution"":25,""Donatos Pizza"":25,""Home2 Suites"":25,""Noodles & Company"":25,""Freightliner Trucks"":25}","[1,1,1,1,1,1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1]","{""Monday"":1,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":1,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":0}"
3819489,481565,zzy-222@63s-w38-mff,sg:df3d2f271f474fbbbce0e61f22cf4d64,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,Levi Strauss & Co.,845 Premium Blvd,Hagerstown,MD,21740,SG_BRAND_f010ccce6197e56866c8c6e4f7adec39,Levi Strauss & Co.,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,18,18,"[1,1,0,0,1,0,1,0,0,3,4,0,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0]",240430010011,"{""240217528011"":4,""240217530015"":4,""530350912033"":4}","{""240037312023"":4,""240430114003"":4}","{""US"":17}",50628.0,14.0,"{""<5"":0,""5-10"":6,""11-20"":7,""21-60"":5,""61-120"":0,""121-240"":0,"">240"":0}","{""Gap"":100,""Sunoco"":99,""Simon mall"":99,""Subway"":32}","{""Simon mall"":98,""Sheetz"":66,""Walmart"":49,""McDonald's"":46,""Yankee Candle"":39,""Dairy Queen"":35,""Exxon Mobil"":35,""Target"":32,""Starbucks"":31,""Dunkin'"":29,""Subway"":27,""PetSmart"":26,""Kohl's"":26,""Sam's Club"":25,""Mission BBQ"":22,""Walgreens"":21,""Dick's Sporting Goods"":21,""Dollar General"":21,""Sam's Club Fuel Center"":21,""Ross Stores"":20}","[0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,3,5,1,1,2,0,0,0,0]","{""Monday"":1,""Tuesday"":2,""Wednesday"":1,""Thursday"":2,""Friday"":1,""Saturday"":4,""Sunday"":7}","{""android"":10,""ios"":7}"
3820076,482152,223-222@63s-whq-mtv,sg:15612e46879b4313b844121aa5e07ef9,,,Los Amigos Mexican Restaurant,29 N Burhans Blvd,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,415,311,"[10,21,11,0,12,12,7,21,8,23,15,7,16,16,13,19,35,9,9,9,6,5,20,23,22,8,13,14,14,17]",240430003022,"{""240430109001"":13,""240430104002"":7,""240430115002"":7,""240430003012"":7,""240430001001"":7,""240430112011"":7,""240430108012"":6,""240430116001"":6,""240430113021"":6,""240430112013"":6,""420034090001"":6,""240430105003"":6,""240430104001"":6,""240430104004"":5,""240430112022"":5,""240430104003"":5,""240430105001"":5,""420550116002"":5,""540039719002"":4,""420550120002"":4,""420550123002"":4,""240217529002"":4,""240430010011"":4,""540039712014"":4,""240430108022"":4,""540039713004"":4,""240217522022"":4,""240430106003"":4,""240430009002"":4,""420550115003"":4,""240430010014"":4,""420550118001"":4,""240430112021"":4,""540379728002"":4,""540039713003"":4,""240430008002"":4,""240430005001"":4,""240430002003"":4,""240217530022"":4,""540039711012"":4,""240430010022"":4,""240430113013"":4,""420550104001"":4,""240430103002"":4,""240430111004"":4,""420550110003"":4,""240430003021"":4,""240430002002"":4,""420579603003"":4,""240430001002"":4,""240430004002"":4,""420550115006"":4,""370850714022"":4,""240430105002"":4,""240430113023"":4,""240430002001"":4,""420550110002"":4,""240430006022"":4,""240430109002"":4,""240430009003"":4,""420391113001"":4,""240430102002"":4,""240430009001"":4,""240430108011"":4,""240430006021"":4,""240430103003"":4,""420550117002"":4,""240430008003"":4,""240430003022"":4}","{""240430002002"":11,""240430003012"":9,""240430006021"":8,""100010422022"":8,""420550116002"":8,""240217522022"":7,""240430113021"":7,""240430109001"":7,""240430001001"":6,""240430111004"":6,""440090508022"":6,""240430104004"":6,""240430112014"":6,""240430112013"":5,""240430005001"":5,""240430009002"":5,""540039720004"":5,""240430103001"":5,""240430104002"":5,""240430102002"":4,""240430104001"":4,""240430112012"":4,""540039712022"":4,""240430112011"":4,""240430105001"":4,""420550115003"":4,""240430106001"":4,""420550120002"":4,""240217530016"":4,""240430010011"":4,""240430116001"":4,""240430113023"":4,""240430009003"":4,""420391113001"":4,""240430009001"":4,""240430112021"":4,""240430002001"":4,""420550125011"":4,""240430004003"":4,""240217529002"":4,""240430103002"":4,""240430006011"":4,""540379728002"":4,""240217530022"":4,""420550117002"":4,""240430104003"":4,""100050512021"":4,""420550122002"":4,""240430003022"":4,""240430108022"":4,""240430010022"":4,""240430105003"":4,""240430004002"":4,""240430005003"":4,""420550121001"":4,""240430010014"":4,""240430111003"":4,""240430111001"":4,""240430108012"":4,""240430105002"":4,""240217675003"":4}","{""US"":292}",7865.0,50.0,"{""<5"":5,""5-10"":47,""11-20"":36,""21-60"":166,""61-120"":109,""121-240"":34,"">240"":18}","{""Walmart"":11,""Marshalls"":8,""Wendy's"":8,""Exxon Mobil"":7}","{""Sheetz"":61,""McDonald's"":40,""Walmart"":37,""CVS"":29,""Exxon Mobil"":29,""Dollar General"":28,""Lowe's"":27,""Chick-fil-A"":26,""Simon mall"":23,""Sam's Club"":23,""Fresenius Kidney Care"":22,""Starbucks"":22,""Dunkin'"":21,""Wendy's"":21,""Dollar Tree"":19,""Burger King"":17,""Martin's Foods"":17,""Texas Roadhouse"":16,""Taco Bell"":16,""Target"":15}","[13,14,11,12,12,13,12,13,13,17,18,40,66,84,68,66,58,102,123,112,60,42,24,14]","{""Monday"":36,""Tuesday"":50,""Wednesday"":43,""Thursday"":63,""Friday"":85,""Saturday"":92,""Sunday"":46}","{""android"":144,""ios"":166}"
